onset	duration	trial_type	response_time	correct	stim_file
9.4	1.2	Frequent  	1.3	100	68.png
21.2	1.2	Frequent  	1.1	0	99.png
33.4	1.2	Frequent  	1.0	100	68.png
45.4	1.2	Infrequent	1.4	100	53.png
57.4	1.2	Frequent  	1.0	100	53.png
69.2	1.2	Frequent  	0.9	100	68.png
81.3	1.2	Frequent  	0.0	0	38.png
93.2	1.2	Frequent  	1.2	100	99.png
105.3	1.2	Frequent  	0.6	0	53.png
117.2	1.2	Frequent  	0.0	0	38.png
129.3	1.2	Frequent  	1.9	100	99.png
141.2	1.2	Frequent  	0.9	100	68.png
153.3	1.2	Infrequent	1.3	100	99.png
165.2	1.2	Infrequent	1.1	100	68.png
177.3	1.2	Frequent  	0.9	100	68.png
189.2	1.2	Frequent  	1.7	100	53.png
201.3	1.2	Frequent  	0.8	100	53.png
213.2	1.2	Infrequent	0.9	100	38.png
225.3	1.2	Frequent  	1.1	100	99.png
237.2	1.2	Frequent  	1.7	100	38.png
249.3	1.2	Frequent  	1.1	100	38.png
261.2	1.2	Frequent  	1.7	100	99.png
273.2	1.2	Frequent  	1.0	0	53.png
285.2	1.2	Frequent  	0.0	0	38.png
