onset	duration	trial_type	response_time	correct	stim_file
9.3	1.2	Infrequent	1.8	100	68.png
21.2	1.2	Frequent  	1.0	100	53.png
33.4	1.2	Infrequent	0.9	100	53.png
45.2	1.2	Frequent  	1.1	100	99.png
57.2	1.2	Frequent  	0.9	100	53.png
69.2	1.2	Frequent  	0.8	100	99.png
81.2	1.2	Frequent  	0.8	100	53.png
93.3	1.2	Frequent  	0.6	100	38.png
105.2	1.2	Frequent  	0.8	100	99.png
117.2	1.2	Frequent  	0.7	100	38.png
129.3	1.2	Frequent  	0.7	100	68.png
141.2	1.2	Infrequent	0.8	100	99.png
153.3	1.2	Infrequent	0.7	100	38.png
165.2	1.2	Frequent  	0.8	100	99.png
177.2	1.2	Frequent  	0.5	100	38.png
189.2	1.2	Frequent  	0.7	100	99.png
201.2	1.2	Frequent  	2.0	100	38.png
213.2	1.2	Frequent  	0.7	100	68.png
225.2	1.2	Frequent  	0.6	100	53.png
237.3	1.2	Frequent  	0.6	100	53.png
249.2	1.2	Frequent  	0.9	100	68.png
261.2	1.2	Frequent  	0.7	100	68.png
273.6	1.2	Frequent  	0.9	100	68.png
285.2	1.2	Frequent  	0.7	100	38.png
