onset	duration	trial_type	response_time	correct	stim_file
9.4	1.2	Frequent  	0.7	100	190.png
21.2	1.2	Frequent  	0.7	100	88.png
33.2	1.2	Infrequent	0.6	100	88.png
45.2	1.2	Frequent  	0.6	100	88.png
57.2	1.2	Frequent  	0.7	100	213.png
69.2	1.2	Infrequent	0.7	100	190.png
81.2	1.2	Frequent  	0.5	100	190.png
93.3	1.2	Frequent  	0.8	100	64.png
105.2	1.2	Frequent  	0.9	100	213.png
117.2	1.2	Frequent  	0.6	100	213.png
129.2	1.2	Frequent  	0.6	100	64.png
141.2	1.2	Frequent  	0.8	100	88.png
153.2	1.2	Frequent  	0.8	100	213.png
165.3	1.2	Frequent  	0.6	100	88.png
177.3	1.2	Infrequent	0.6	100	213.png
189.3	1.2	Frequent  	1.3	100	190.png
201.2	1.2	Frequent  	0.6	100	64.png
213.3	1.2	Frequent  	0.7	100	190.png
225.3	1.2	Frequent  	0.7	100	190.png
237.2	1.2	Infrequent	0.6	100	64.png
249.3	1.2	Frequent  	0.6	100	64.png
261.2	1.2	Frequent  	1.0	100	88.png
273.2	1.2	Frequent  	0.0	0	213.png
285.2	1.2	Frequent  	0.8	100	64.png
