onset	duration	trial_type	response_time	correct	stim_file
9.4	1.2	Frequent  	0.9	100	228.png
21.4	1.2	Infrequent	0.7	100	123.png
33.5	1.2	Infrequent	0.7	100	77.png
45.2	1.2	Frequent  	0.8	100	56.png
57.4	1.2	Frequent  	0.6	100	77.png
69.5	1.2	Infrequent	0.8	100	228.png
81.2	1.2	Frequent  	0.8	0	77.png
93.2	1.2	Frequent  	0.6	100	56.png
105.2	1.2	Frequent  	0.7	100	123.png
117.2	1.2	Frequent  	0.7	100	123.png
129.2	1.2	Frequent  	0.8	100	228.png
141.3	1.2	Frequent  	0.7	100	228.png
153.2	1.2	Frequent  	0.5	100	228.png
165.2	1.2	Infrequent	1.1	100	56.png
177.3	1.2	Frequent  	0.4	100	56.png
189.4	1.2	Frequent  	1.2	100	77.png
201.2	1.2	Frequent  	0.5	100	56.png
213.2	1.2	Frequent  	0.5	100	123.png
225.2	1.2	Frequent  	1.2	100	123.png
237.2	1.2	Frequent  	0.7	100	123.png
249.3	1.2	Frequent  	0.7	100	77.png
261.2	1.2	Frequent  	0.9	100	228.png
273.2	1.2	Frequent  	0.6	100	77.png
285.4	1.2	Frequent  	0.7	100	56.png
