onset	duration	trial_type	response_time	correct	stim_file
9.3	1.2	Frequent  	1.0	100	51.png
21.2	1.2	Infrequent	0.7	100	159.png
33.5	1.2	Frequent  	0.9	100	51.png
45.5	1.2	Frequent  	0.6	100	51.png
57.2	1.2	Frequent  	0.6	100	51.png
69.5	1.2	Infrequent	0.8	100	51.png
81.3	1.2	Frequent  	0.9	100	30.png
93.2	1.2	Frequent  	0.4	100	30.png
105.5	1.2	Frequent  	1.1	100	198.png
117.5	1.2	Frequent  	0.7	0	30.png
129.2	1.2	Frequent  	0.9	100	51.png
141.2	1.2	Frequent  	0.7	0	159.png
153.3	1.2	Frequent  	0.6	100	159.png
165.3	1.2	Frequent  	0.9	100	30.png
177.2	1.2	Infrequent	0.7	100	30.png
189.2	1.2	Infrequent	1.3	100	198.png
201.2	1.2	Frequent  	0.6	100	198.png
213.2	1.2	Frequent  	1.3	100	159.png
225.3	1.2	Frequent  	0.8	100	198.png
237.4	1.2	Frequent  	0.8	100	198.png
249.2	1.2	Frequent  	0.9	0	159.png
261.2	1.2	Frequent  	1.1	100	198.png
273.2	1.2	Frequent  	0.6	100	159.png
285.2	1.2	Frequent  	0.8	100	30.png
