onset	duration	trial_type	response_time	correct	stim_file
9.3	1.2	Infrequent	0.7	100	198.png
21.2	1.2	Frequent  	0.7	100	51.png
33.5	1.2	Frequent  	0.8	100	30.png
45.2	1.2	Frequent  	1.1	100	51.png
57.2	1.2	Frequent  	0.6	100	198.png
69.5	1.2	Frequent  	0.6	100	159.png
81.2	1.2	Infrequent	1.2	100	51.png
93.5	1.2	Frequent  	0.4	100	30.png
105.2	1.2	Frequent  	0.8	100	198.png
117.3	1.2	Frequent  	0.5	100	30.png
129.3	1.2	Frequent  	0.7	100	159.png
141.2	1.2	Frequent  	0.4	100	30.png
153.2	1.2	Frequent  	0.9	100	51.png
165.2	1.2	Infrequent	0.7	100	159.png
177.2	1.2	Frequent  	0.6	100	198.png
189.2	1.2	Infrequent	0.5	100	30.png
201.2	1.2	Frequent  	0.5	100	30.png
213.2	1.2	Frequent  	1.1	100	51.png
225.2	1.2	Frequent  	0.6	100	159.png
237.2	1.2	Frequent  	0.8	100	198.png
249.2	1.2	Frequent  	0.5	100	159.png
261.4	1.2	Frequent  	0.5	0	198.png
273.4	1.2	Frequent  	0.6	100	159.png
285.4	1.2	Frequent  	1.2	100	51.png
