onset	duration	trial_type	response_time	correct	stim_file
9.3	1.2	Infrequent	0.6	100	61.png
21.2	1.2	Frequent  	0.8	100	199.png
33.4	1.2	Infrequent	0.6	100	39.png
45.5	1.2	Frequent  	1.2	100	150.png
57.2	1.2	Frequent  	0.7	100	199.png
69.2	1.2	Frequent  	1.6	100	39.png
81.2	1.2	Frequent  	1.0	100	199.png
93.3	1.2	Frequent  	0.9	100	199.png
105.2	1.2	Infrequent	0.6	100	199.png
117.2	1.2	Frequent  	0.7	100	61.png
129.2	1.2	Infrequent	0.7	100	150.png
141.2	1.2	Frequent  	1.3	100	39.png
153.4	1.2	Frequent  	0.5	100	61.png
165.2	1.2	Frequent  	1.6	100	39.png
177.2	1.2	Frequent  	0.6	100	61.png
189.3	1.2	Frequent  	1.7	100	39.png
201.7	1.2	Frequent  	1.9	100	150.png
213.3	1.2	Frequent  	0.6	100	150.png
225.3	1.2	Frequent  	0.6	100	39.png
237.2	1.2	Frequent  	1.4	100	199.png
249.4	1.2	Frequent  	0.8	100	150.png
261.2	1.2	Frequent  	0.5	100	61.png
273.2	1.2	Frequent  	0.8	100	61.png
285.4	1.2	Frequent  	0.0	0	150.png
