onset	duration	trial_type	response_time	correct	stim_file
9.3	1.2	Frequent  	0.9	0	61.png
21.2	1.2	Frequent  	0.5	100	39.png
33.2	1.2	Infrequent	1.5	100	199.png
45.2	1.2	Frequent  	0.7	100	39.png
57.4	1.2	Frequent  	1.1	100	199.png
69.5	1.2	Frequent  	0.8	100	199.png
81.3	1.2	Infrequent	0.9	100	150.png
93.2	1.2	Frequent  	1.3	100	150.png
105.2	1.2	Frequent  	1.3	100	150.png
117.2	1.2	Frequent  	0.9	100	39.png
129.3	1.2	Frequent  	0.6	100	61.png
141.2	1.2	Frequent  	1.1	100	150.png
153.2	1.2	Infrequent	1.1	0	61.png
165.3	1.2	Frequent  	0.6	100	39.png
177.4	1.2	Frequent  	0.7	100	61.png
189.2	1.2	Frequent  	1.1	100	150.png
201.3	1.2	Frequent  	1.8	100	199.png
213.2	1.2	Frequent  	0.8	100	199.png
225.2	1.2	Frequent  	2.1	0	61.png
237.2	1.2	Frequent  	0.9	100	150.png
249.2	1.2	Infrequent	0.5	100	39.png
261.2	1.2	Frequent  	1.4	0	61.png
273.2	1.2	Frequent  	0.8	100	199.png
285.2	1.2	Frequent  	0.4	100	39.png
