onset	duration	trial_type	response_time	correct	stim_file
9.6	1.2	Frequent  	0.5	100	112.png
21.2	1.2	Frequent  	0.4	100	112.png
33.2	1.2	Infrequent	0.5	100	215.png
45.2	1.2	Frequent  	0.5	100	7.png
57.2	1.2	Frequent  	0.7	100	224.png
69.3	1.2	Infrequent	0.5	100	7.png
81.2	1.2	Frequent  	0.6	100	215.png
93.2	1.2	Frequent  	0.5	100	215.png
105.5	1.2	Frequent  	0.5	100	112.png
117.3	1.2	Frequent  	0.7	100	7.png
129.2	1.2	Frequent  	0.5	100	215.png
141.3	1.2	Frequent  	0.5	100	215.png
153.4	1.2	Frequent  	0.5	100	112.png
165.7	1.2	Frequent  	0.6	100	7.png
177.2	1.2	Frequent  	0.5	100	215.png
189.3	1.2	Infrequent	0.5	100	112.png
201.2	1.2	Infrequent	0.6	100	224.png
213.3	1.2	Frequent  	0.6	100	224.png
225.3	1.2	Frequent  	0.5	100	224.png
237.2	1.2	Frequent  	0.5	100	224.png
249.4	1.2	Frequent  	0.5	100	112.png
261.2	1.2	Frequent  	1.1	100	224.png
273.2	1.2	Frequent  	0.6	100	7.png
285.2	1.2	Frequent  	0.5	100	7.png
