onset	duration	trial_type	response_time	correct	stim_file
9.3	1.2	Frequent  	0.5	100	237.png
21.4	1.2	Frequent  	0.6	100	49.png
33.2	1.2	Frequent  	0.4	100	49.png
45.2	1.2	Frequent  	0.6	100	237.png
57.4	1.2	Frequent  	0.6	100	237.png
69.2	1.2	Frequent  	0.5	100	23.png
81.2	1.2	Frequent  	0.7	100	136.png
93.5	1.2	Frequent  	0.6	100	23.png
105.2	1.2	Frequent  	0.4	100	23.png
117.2	1.2	Frequent  	0.4	100	49.png
129.2	1.2	Infrequent	0.7	100	237.png
141.2	1.2	Infrequent	0.5	100	23.png
153.2	1.2	Frequent  	0.5	100	49.png
165.3	1.2	Frequent  	0.5	100	49.png
177.2	1.2	Frequent  	0.6	100	237.png
189.2	1.2	Frequent  	0.6	100	136.png
201.2	1.2	Frequent  	0.5	100	136.png
213.2	1.2	Infrequent	0.6	100	136.png
225.2	1.2	Frequent  	0.6	100	237.png
237.4	1.2	Frequent  	0.5	100	23.png
249.6	1.2	Frequent  	0.6	100	136.png
261.4	1.2	Infrequent	0.6	100	49.png
273.2	1.2	Frequent  	0.6	100	136.png
285.2	1.2	Frequent  	0.5	100	23.png
