onset	duration	trial_type	response_time	correct	stim_file
9.4	1.2	Frequent  	0.5	100	161.png
21.4	1.2	Infrequent	0.6	100	164.png
33.2	1.2	Frequent  	0.5	100	161.png
45.2	1.2	Frequent  	0.4	0	126.png
57.2	1.2	Frequent  	0.0	0	43.png
69.2	1.2	Infrequent	0.6	100	161.png
81.2	1.2	Frequent  	0.5	100	43.png
93.2	1.2	Frequent  	0.4	100	126.png
105.3	1.2	Frequent  	0.5	100	161.png
117.2	1.2	Frequent  	0.5	100	164.png
129.2	1.2	Frequent  	0.3	0	43.png
141.3	1.2	Frequent  	0.4	100	126.png
153.2	1.2	Frequent  	0.6	100	164.png
165.3	1.2	Frequent  	0.4	100	161.png
177.2	1.2	Infrequent	0.4	100	126.png
189.2	1.2	Frequent  	0.5	100	43.png
201.2	1.2	Frequent  	0.5	100	126.png
213.2	1.2	Frequent  	0.5	0	164.png
225.2	1.2	Frequent  	0.5	100	164.png
237.4	1.2	Frequent  	0.5	100	126.png
249.2	1.2	Infrequent	0.5	100	43.png
261.2	1.2	Frequent  	0.5	100	164.png
273.2	1.2	Frequent  	0.5	100	43.png
285.2	1.2	Frequent  	0.6	100	161.png
