onset	duration	trial_type	response_time	correct	stim_file
9.3	1.2	Frequent  	0.5	100	164.png
21.2	1.2	Frequent  	0.5	100	126.png
33.2	1.2	Frequent  	0.5	100	164.png
45.2	1.2	Frequent  	0.5	100	161.png
57.2	1.2	Frequent  	0.5	100	164.png
69.2	1.2	Infrequent	0.6	100	161.png
81.2	1.2	Frequent  	0.5	100	164.png
93.3	1.2	Infrequent	0.5	100	43.png
105.2	1.2	Frequent  	0.5	100	43.png
117.2	1.2	Frequent  	0.5	100	161.png
129.4	1.2	Infrequent	0.5	100	126.png
141.2	1.2	Frequent  	0.4	100	161.png
153.4	1.2	Frequent  	0.4	100	43.png
165.2	1.2	Frequent  	0.6	100	161.png
177.6	1.2	Frequent  	0.3	100	164.png
189.2	1.2	Frequent  	0.5	100	43.png
201.2	1.2	Frequent  	0.5	100	43.png
213.2	1.2	Frequent  	0.6	100	126.png
225.3	1.2	Frequent  	0.5	100	43.png
237.2	1.2	Frequent  	0.5	100	126.png
249.2	1.2	Frequent  	0.5	0	161.png
261.4	1.2	Frequent  	0.5	100	126.png
273.2	1.2	Frequent  	0.5	100	126.png
285.2	1.2	Infrequent	0.4	100	164.png
