onset	duration	trial_type	response_time	correct	stim_file
9.4	1.2	Frequent  	0.7	100	54.png
21.2	1.2	Infrequent	0.5	100	226.png
33.2	1.2	Frequent  	0.5	100	256.png
45.2	1.2	Frequent  	0.7	100	253.png
57.2	1.2	Frequent  	0.7	100	226.png
69.5	1.2	Frequent  	0.5	100	226.png
81.3	1.2	Frequent  	0.4	100	226.png
93.2	1.2	Frequent  	0.6	100	253.png
105.2	1.2	Frequent  	0.5	100	253.png
117.2	1.2	Frequent  	0.4	100	253.png
129.3	1.2	Frequent  	0.5	100	54.png
141.3	1.2	Frequent  	0.5	100	256.png
153.3	1.2	Frequent  	0.6	100	226.png
165.2	1.2	Frequent  	0.7	100	54.png
177.2	1.2	Frequent  	0.4	100	256.png
189.2	1.2	Infrequent	0.9	100	253.png
201.2	1.2	Frequent  	0.8	100	54.png
213.2	1.2	Frequent  	0.4	100	256.png
225.2	1.2	Infrequent	0.7	100	54.png
237.2	1.2	Frequent  	0.5	100	54.png
249.3	1.2	Infrequent	0.5	100	256.png
261.4	1.2	Frequent  	0.6	100	253.png
273.2	1.2	Frequent  	0.6	100	226.png
285.2	1.2	Frequent  	0.5	100	256.png
