onset	duration	trial_type	response_time	correct	stim_file
9.3	1.2	Frequent  	0.7	0	54.png
21.2	1.2	Frequent  	0.6	100	226.png
33.2	1.2	Frequent  	0.5	100	256.png
45.2	1.2	Frequent  	0.4	100	256.png
57.2	1.2	Infrequent	0.5	100	256.png
69.2	1.2	Frequent  	0.6	100	54.png
81.2	1.2	Frequent  	0.6	100	256.png
93.3	1.2	Frequent  	0.6	100	54.png
105.3	1.2	Frequent  	0.6	100	253.png
117.2	1.2	Infrequent	0.5	100	253.png
129.2	1.2	Frequent  	0.4	100	253.png
141.2	1.2	Frequent  	0.6	100	54.png
153.6	1.2	Frequent  	0.7	100	226.png
165.3	1.2	Frequent  	0.5	100	256.png
177.2	1.2	Frequent  	0.7	100	226.png
189.4	1.2	Frequent  	0.6	100	226.png
201.3	1.2	Frequent  	0.8	100	253.png
213.3	1.2	Frequent  	0.5	100	256.png
225.2	1.2	Frequent  	0.6	100	253.png
237.3	1.2	Infrequent	0.8	100	226.png
249.2	1.2	Frequent  	0.9	100	54.png
261.6	1.2	Frequent  	0.5	100	226.png
273.4	1.2	Frequent  	0.6	100	253.png
285.4	1.2	Infrequent	0.7	100	54.png
