onset	duration	trial_type	response_time	correct	stim_file
9.4	1.2	Frequent  	0.6	100	99.png
21.2	1.2	Frequent  	0.6	100	68.png
33.2	1.2	Frequent  	0.8	100	53.png
45.4	1.2	Frequent  	0.6	100	53.png
57.4	1.2	Frequent  	0.5	100	53.png
69.2	1.2	Frequent  	0.6	100	99.png
81.2	1.2	Frequent  	0.7	100	53.png
93.2	1.2	Frequent  	0.7	100	68.png
105.2	1.2	Infrequent	0.6	100	38.png
117.3	1.2	Frequent  	0.8	100	68.png
129.2	1.2	Frequent  	0.5	100	38.png
141.3	1.2	Frequent  	0.6	100	38.png
153.2	1.2	Frequent  	0.7	100	99.png
165.2	1.2	Infrequent	0.8	100	53.png
177.3	1.2	Frequent  	0.6	100	38.png
189.3	1.2	Infrequent	0.7	100	68.png
201.2	1.2	Infrequent	0.6	100	99.png
213.3	1.2	Frequent  	0.6	100	38.png
225.2	1.2	Frequent  	1.0	100	38.png
237.2	1.2	Frequent  	0.8	100	53.png
249.7	1.2	Frequent  	0.6	100	68.png
261.2	1.2	Frequent  	0.5	100	99.png
273.2	1.2	Frequent  	0.5	100	68.png
285.4	1.2	Frequent  	0.5	100	99.png
