onset	duration	trial_type	response_time	correct	stim_file
9.3	1.2	Frequent  	0.6	0	53.png
21.2	1.2	Frequent  	0.9	100	38.png
33.2	1.2	Frequent  	0.5	100	99.png
45.2	1.2	Frequent  	0.8	100	38.png
57.2	1.2	Frequent  	0.6	0	53.png
69.2	1.2	Frequent  	0.8	100	68.png
81.2	1.2	Frequent  	0.7	100	99.png
93.3	1.2	Frequent  	0.9	100	53.png
105.3	1.2	Frequent  	0.7	100	68.png
117.2	1.2	Infrequent	0.6	100	68.png
129.2	1.2	Infrequent	0.7	100	38.png
141.3	1.2	Frequent  	0.7	100	68.png
153.3	1.2	Frequent  	0.6	100	38.png
165.3	1.2	Frequent  	0.6	100	99.png
177.3	1.2	Frequent  	0.5	100	38.png
189.2	1.2	Frequent  	1.6	100	68.png
201.3	1.2	Frequent  	0.7	100	99.png
213.2	1.2	Frequent  	0.6	100	38.png
225.2	1.2	Frequent  	0.7	100	53.png
237.2	1.2	Infrequent	0.7	100	53.png
249.2	1.2	Frequent  	0.6	100	68.png
261.4	1.2	Infrequent	0.8	100	99.png
273.2	1.2	Frequent  	0.8	100	53.png
285.4	1.2	Frequent  	0.7	100	99.png
