onset	duration	trial_type	response_time	correct	stim_file
9.3	1.2	Infrequent	0.6	100	213.png
21.2	1.2	Frequent  	1.1	100	190.png
33.2	1.2	Infrequent	0.7	100	64.png
45.2	1.2	Frequent  	0.8	100	213.png
57.2	1.2	Frequent  	0.8	100	190.png
69.3	1.2	Frequent  	0.7	100	213.png
81.2	1.2	Frequent  	0.6	100	88.png
93.2	1.2	Frequent  	0.7	100	64.png
105.2	1.2	Frequent  	0.7	100	213.png
117.3	1.2	Frequent  	0.7	100	64.png
129.4	1.2	Frequent  	0.7	100	190.png
141.4	1.2	Frequent  	0.5	100	88.png
153.2	1.2	Frequent  	0.7	100	88.png
165.3	1.2	Frequent  	0.6	100	64.png
177.2	1.2	Frequent  	0.7	100	190.png
189.2	1.2	Frequent  	0.8	100	213.png
201.2	1.2	Frequent  	0.7	100	64.png
213.2	1.2	Infrequent	0.8	100	190.png
225.2	1.2	Frequent  	0.8	100	213.png
237.2	1.2	Frequent  	0.6	100	64.png
249.2	1.2	Frequent  	0.9	100	88.png
261.2	1.2	Infrequent	0.7	100	88.png
273.2	1.2	Frequent  	0.6	100	88.png
285.2	1.2	Frequent  	0.7	100	190.png
