onset	duration	trial_type	response_time	correct	stim_file
9.4	1.2	Frequent  	1.6	100	202.png
21.4	1.2	Frequent  	0.8	100	202.png
33.5	1.2	Infrequent	0.9	100	247.png
45.2	1.2	Frequent  	0.6	100	202.png
57.4	1.2	Frequent  	0.6	100	202.png
69.2	1.2	Frequent  	0.8	100	22.png
81.2	1.2	Infrequent	0.8	100	202.png
93.2	1.2	Frequent  	0.7	100	247.png
105.2	1.2	Frequent  	1.1	100	22.png
117.3	1.2	Frequent  	0.6	100	247.png
129.3	1.2	Frequent  	1.1	100	66.png
141.2	1.2	Frequent  	0.7	100	22.png
153.2	1.2	Frequent  	0.6	100	247.png
165.2	1.2	Frequent  	0.6	100	247.png
177.2	1.2	Frequent  	0.6	100	22.png
189.3	1.2	Infrequent	1.2	100	66.png
201.6	1.2	Frequent  	0.7	100	66.png
213.2	1.2	Infrequent	0.8	100	22.png
225.2	1.2	Frequent  	0.8	100	66.png
237.4	1.2	Frequent  	0.6	100	22.png
249.2	1.2	Frequent  	0.7	100	66.png
261.4	1.2	Frequent  	1.2	100	202.png
273.4	1.2	Frequent  	0.6	100	247.png
285.2	1.2	Frequent  	0.8	100	66.png
