onset	duration	trial_type	response_time	correct	stim_file
9.4	1.2	Frequent  	0.4	100	247.png
21.2	1.2	Frequent  	0.7	100	202.png
33.4	1.2	Frequent  	0.6	100	202.png
45.2	1.2	Frequent  	0.5	100	247.png
57.2	1.2	Frequent  	0.7	100	22.png
69.2	1.2	Frequent  	1.3	100	66.png
81.2	1.2	Frequent  	0.6	100	22.png
93.3	1.2	Frequent  	0.6	100	22.png
105.2	1.2	Frequent  	0.6	100	66.png
117.2	1.2	Infrequent	0.6	100	22.png
129.2	1.2	Infrequent	0.9	100	202.png
141.2	1.2	Frequent  	0.6	100	202.png
153.2	1.2	Frequent  	0.6	100	66.png
165.2	1.2	Frequent  	0.4	100	247.png
177.3	1.2	Frequent  	0.6	100	66.png
189.2	1.2	Frequent  	0.6	100	22.png
201.2	1.2	Infrequent	0.7	100	247.png
213.2	1.2	Frequent  	0.9	100	202.png
225.2	1.2	Frequent  	0.0	0	202.png
237.2	1.2	Frequent  	0.6	100	247.png
249.3	1.2	Frequent  	0.5	100	247.png
261.4	1.2	Frequent  	0.6	100	66.png
273.4	1.2	Frequent  	0.5	100	22.png
285.2	1.2	Infrequent	1.0	100	66.png
