onset	duration	trial_type	response_time	correct	stim_file
9.3	1.2	Frequent  	0.7	0	202.png
21.2	1.2	Infrequent	1.2	100	22.png
33.2	1.2	Frequent  	1.3	100	66.png
45.4	1.2	Frequent  	2.1	100	202.png
57.2	1.2	Infrequent	1.0	100	202.png
69.2	1.2	Infrequent	1.6	0	247.png
81.2	1.2	Frequent  	1.0	100	66.png
93.2	1.2	Frequent  	0.8	100	66.png
105.5	1.2	Frequent  	1.6	100	202.png
117.2	1.2	Frequent  	2.1	0	247.png
129.2	1.2	Frequent  	1.2	100	22.png
141.3	1.2	Frequent  	2.0	100	247.png
153.2	1.2	Frequent  	0.8	100	22.png
165.2	1.2	Frequent  	1.7	100	202.png
177.2	1.2	Frequent  	0.8	100	22.png
189.2	1.2	Frequent  	0.8	100	66.png
201.2	1.2	Frequent  	0.8	100	22.png
213.2	1.2	Frequent  	2.0	100	247.png
225.3	1.2	Frequent  	1.4	100	202.png
237.2	1.2	Infrequent	0.7	100	66.png
249.2	1.2	Frequent  	0.8	100	22.png
261.2	1.2	Frequent  	0.8	100	66.png
273.2	1.2	Frequent  	1.1	100	247.png
285.2	1.2	Frequent  	0.7	100	247.png
