onset	duration	trial_type	response_time	correct	stim_file
9.3	1.2	Frequent  	0.4	100	15.png
21.4	1.2	Frequent  	0.5	100	169.png
33.2	1.2	Frequent  	0.5	100	15.png
45.4	1.2	Frequent  	0.4	100	206.png
57.2	1.2	Infrequent	0.5	100	207.png
69.2	1.2	Infrequent	0.6	100	15.png
81.2	1.2	Frequent  	0.3	100	207.png
93.5	1.2	Infrequent	0.5	100	169.png
105.2	1.2	Frequent  	0.4	100	207.png
117.3	1.2	Frequent  	0.5	100	169.png
129.6	1.2	Frequent  	0.6	100	15.png
141.2	1.2	Frequent  	0.4	100	169.png
153.2	1.2	Frequent  	0.4	100	207.png
165.2	1.2	Frequent  	0.6	100	15.png
177.2	1.2	Frequent  	0.5	100	169.png
189.4	1.2	Frequent  	0.6	100	206.png
201.4	1.2	Frequent  	0.5	100	206.png
213.2	1.2	Frequent  	0.5	100	169.png
225.2	1.2	Frequent  	0.4	100	207.png
237.2	1.2	Frequent  	0.3	100	207.png
249.2	1.2	Infrequent	0.5	100	206.png
261.4	1.2	Frequent  	0.4	100	15.png
273.2	1.2	Frequent  	0.4	0	206.png
285.4	1.2	Frequent  	0.5	100	206.png
