onset	duration	trial_type	response_time	correct	stim_file
9.4	1.2	Frequent  	0.6	100	19.png
21.4	1.2	Frequent  	0.5	100	19.png
33.5	1.2	Frequent  	0.4	100	171.png
45.2	1.2	Frequent  	0.6	100	81.png
57.2	1.2	Frequent  	0.4	100	171.png
69.3	1.2	Frequent  	0.3	100	171.png
81.2	1.2	Infrequent	0.5	100	81.png
93.2	1.2	Frequent  	0.4	100	81.png
105.3	1.2	Frequent  	0.5	100	19.png
117.5	1.2	Frequent  	0.7	100	71.png
129.2	1.2	Frequent  	0.5	100	71.png
141.2	1.2	Frequent  	0.5	100	71.png
153.2	1.2	Frequent  	0.4	100	71.png
165.2	1.2	Infrequent	0.8	100	19.png
177.2	1.2	Frequent  	0.6	100	19.png
189.2	1.2	Frequent  	0.4	100	81.png
201.3	1.2	Frequent  	0.5	100	171.png
213.3	1.2	Infrequent	1.8	100	71.png
225.7	1.2	Frequent  	0.6	100	81.png
237.2	1.2	Frequent  	0.6	100	19.png
249.3	1.2	Frequent  	0.4	100	171.png
261.4	1.2	Frequent  	0.8	100	71.png
273.4	1.2	Infrequent	0.4	100	171.png
285.2	1.2	Frequent  	0.5	100	81.png
