onset	duration	trial_type	response_time	correct	stim_file
9.3	1.2	Frequent  	0.6	100	81.png
21.2	1.2	Frequent  	0.5	100	171.png
33.4	1.2	Frequent  	0.6	100	71.png
45.2	1.2	Frequent  	0.5	100	81.png
57.2	1.2	Frequent  	0.4	100	81.png
69.2	1.2	Frequent  	0.5	100	19.png
81.3	1.2	Frequent  	0.6	100	71.png
93.2	1.2	Frequent  	0.3	100	171.png
105.3	1.2	Frequent  	0.7	100	19.png
117.2	1.2	Frequent  	0.6	100	71.png
129.2	1.2	Frequent  	0.5	100	19.png
141.4	1.2	Frequent  	0.5	100	171.png
153.2	1.2	Frequent  	0.4	100	19.png
165.2	1.2	Frequent  	0.3	100	171.png
177.3	1.2	Infrequent	0.5	100	171.png
189.2	1.2	Frequent  	0.6	100	71.png
201.3	1.2	Frequent  	0.4	100	71.png
213.3	1.2	Frequent  	0.6	100	81.png
225.2	1.2	Infrequent	0.7	100	71.png
237.3	1.2	Infrequent	0.7	100	19.png
249.2	1.2	Frequent  	0.6	100	81.png
261.2	1.2	Infrequent	0.5	100	81.png
273.2	1.2	Frequent  	0.6	100	19.png
285.2	1.2	Frequent  	0.5	100	171.png
