onset	duration	trial_type	response_time	correct	stim_file
9.3	1.2	Infrequent	1.4	100	71.png
21.4	1.2	Frequent  	0.4	100	19.png
33.2	1.2	Frequent  	0.6	100	71.png
45.2	1.2	Frequent  	0.6	100	71.png
57.5	1.2	Frequent  	0.5	100	19.png
69.2	1.2	Frequent  	0.4	100	171.png
81.2	1.2	Frequent  	0.4	100	171.png
93.3	1.2	Frequent  	0.6	100	71.png
105.2	1.2	Infrequent	0.5	100	19.png
117.2	1.2	Frequent  	1.0	100	19.png
129.2	1.2	Frequent  	0.4	100	171.png
141.2	1.2	Frequent  	0.8	100	71.png
153.2	1.2	Infrequent	0.5	100	171.png
165.2	1.2	Frequent  	0.3	100	171.png
177.2	1.2	Frequent  	0.3	100	171.png
189.2	1.2	Frequent  	0.9	100	19.png
201.2	1.2	Frequent  	0.4	100	19.png
213.2	1.2	Frequent  	0.6	100	81.png
225.2	1.2	Frequent  	0.5	100	81.png
237.2	1.2	Frequent  	0.3	100	81.png
249.2	1.2	Frequent  	0.3	100	81.png
261.2	1.2	Frequent  	0.3	100	81.png
273.4	1.2	Infrequent	0.5	100	81.png
285.4	1.2	Frequent  	0.8	100	71.png
