onset	duration	trial_type	response_time	correct	stim_file
9.3	1.2	Frequent  	0.5	100	151.png
21.4	1.2	Frequent  	0.5	100	100.png
33.4	1.2	Frequent  	0.5	100	151.png
45.4	1.2	Frequent  	0.6	100	100.png
57.2	1.2	Frequent  	0.7	100	73.png
69.2	1.2	Frequent  	0.5	100	73.png
81.2	1.2	Infrequent	0.5	100	73.png
93.2	1.2	Frequent  	0.6	100	73.png
105.2	1.2	Frequent  	0.7	100	132.png
117.2	1.2	Infrequent	0.7	100	132.png
129.2	1.2	Frequent  	0.5	100	132.png
141.2	1.2	Frequent  	0.4	100	132.png
153.4	1.2	Frequent  	0.6	100	132.png
165.3	1.2	Frequent  	0.8	100	100.png
177.2	1.2	Frequent  	0.6	100	100.png
189.2	1.2	Infrequent	0.7	100	100.png
201.2	1.2	Frequent  	0.5	100	73.png
213.2	1.2	Frequent  	0.5	100	132.png
225.3	1.2	Frequent  	0.7	100	151.png
237.2	1.2	Frequent  	1.0	100	73.png
249.3	1.2	Frequent  	0.7	100	151.png
261.2	1.2	Infrequent	0.7	100	151.png
273.2	1.2	Frequent  	0.7	100	100.png
285.2	1.2	Frequent  	0.6	100	151.png
