onset	duration	trial_type	response_time	correct	stim_file
9.3	1.2	Frequent  	0.6	100	73.png
21.2	1.2	Frequent  	0.5	100	132.png
33.2	1.2	Infrequent	0.5	100	151.png
45.5	1.2	Frequent  	0.4	100	151.png
57.4	1.2	Infrequent	0.6	100	100.png
69.2	1.2	Frequent  	0.4	100	151.png
81.2	1.2	Frequent  	0.9	100	73.png
93.3	1.2	Infrequent	0.6	100	73.png
105.2	1.2	Frequent  	0.6	100	151.png
117.2	1.2	Frequent  	0.5	100	132.png
129.2	1.2	Frequent  	0.3	100	132.png
141.6	1.2	Frequent  	0.6	100	73.png
153.2	1.2	Frequent  	0.4	100	100.png
165.4	1.2	Frequent  	0.6	100	151.png
177.2	1.2	Frequent  	0.7	100	100.png
189.2	1.2	Infrequent	0.6	100	132.png
201.3	1.2	Frequent  	0.5	100	151.png
213.3	1.2	Frequent  	0.5	100	100.png
225.2	1.2	Frequent  	0.5	100	73.png
237.6	1.2	Frequent  	0.6	100	100.png
249.3	1.2	Frequent  	0.5	100	132.png
261.2	1.2	Frequent  	0.4	100	100.png
273.4	1.2	Frequent  	0.4	100	132.png
285.2	1.2	Frequent  	0.6	100	73.png
