onset	duration	trial_type	response_time	correct	stim_file
9.3	1.2	Frequent  	0.6	100	78.png
21.2	1.2	Frequent  	0.3	100	124.png
33.2	1.2	Frequent  	0.3	100	78.png
45.4	1.2	Frequent  	0.3	100	124.png
57.5	1.2	Frequent  	0.3	100	110.png
69.3	1.2	Frequent  	0.3	100	252.png
81.2	1.2	Infrequent	0.3	0	110.png
93.2	1.2	Frequent  	0.4	100	78.png
105.2	1.2	Frequent  	0.6	100	252.png
117.5	1.2	Frequent  	0.4	100	252.png
129.4	1.2	Frequent  	0.7	100	124.png
141.3	1.2	Frequent  	0.4	100	110.png
153.4	1.2	Frequent  	0.3	100	78.png
165.3	1.2	Infrequent	0.6	100	252.png
177.2	1.2	Frequent  	0.5	100	124.png
189.2	1.2	Infrequent	0.5	100	78.png
201.2	1.2	Frequent  	0.6	100	252.png
213.2	1.2	Frequent  	0.4	100	110.png
225.3	1.2	Infrequent	0.7	100	124.png
237.2	1.2	Frequent  	0.5	100	78.png
249.2	1.2	Frequent  	0.5	100	252.png
261.4	1.2	Frequent  	0.3	100	110.png
273.4	1.2	Frequent  	0.3	100	124.png
285.2	1.2	Frequent  	0.5	100	110.png
