onset	duration	trial_type	response_time	correct	stim_file
9.4	1.2	Frequent  	0.6	100	20.png
21.2	1.2	Frequent  	0.4	100	20.png
33.2	1.2	Infrequent	0.8	100	163.png
45.2	1.2	Frequent  	0.5	100	20.png
57.2	1.2	Frequent  	0.6	100	141.png
69.3	1.2	Frequent  	0.4	100	141.png
81.2	1.2	Frequent  	0.7	100	201.png
93.2	1.2	Frequent  	0.4	100	201.png
105.3	1.2	Infrequent	0.7	100	201.png
117.2	1.2	Frequent  	0.5	100	141.png
129.2	1.2	Frequent  	0.7	100	163.png
141.2	1.2	Frequent  	0.5	100	163.png
153.2	1.2	Infrequent	0.8	100	141.png
165.2	1.2	Frequent  	0.6	100	201.png
177.7	1.2	Frequent  	0.6	100	201.png
189.2	1.2	Frequent  	0.6	100	20.png
201.2	1.2	Frequent  	0.8	100	141.png
213.3	1.2	Frequent  	0.5	100	163.png
225.3	1.2	Frequent  	0.5	100	201.png
237.2	1.2	Frequent  	0.5	100	163.png
249.3	1.2	Frequent  	0.5	100	141.png
261.4	1.2	Infrequent	0.9	100	20.png
273.4	1.2	Frequent  	0.5	100	163.png
285.4	1.2	Frequent  	0.5	100	20.png
