onset	duration	trial_type	response_time	correct	stim_file
9.3	1.2	Frequent  	0.8	100	16.png
21.4	1.2	Frequent  	0.5	100	197.png
33.5	1.2	Frequent  	0.6	100	28.png
45.2	1.2	Infrequent	0.8	100	120.png
57.4	1.2	Frequent  	0.5	100	28.png
69.2	1.2	Frequent  	0.9	100	120.png
81.2	1.2	Infrequent	0.6	100	28.png
93.2	1.2	Frequent  	0.7	100	16.png
105.3	1.2	Frequent  	0.4	100	28.png
117.2	1.2	Frequent  	0.6	100	120.png
129.2	1.2	Frequent  	0.2	0	197.png
141.2	1.2	Frequent  	0.5	100	28.png
153.2	1.2	Frequent  	0.6	100	197.png
165.3	1.2	Frequent  	0.8	100	16.png
177.2	1.2	Frequent  	0.6	100	120.png
189.2	1.2	Infrequent	0.7	100	16.png
201.2	1.2	Frequent  	1.0	100	197.png
213.2	1.2	Infrequent	0.9	100	197.png
225.2	1.2	Frequent  	0.5	100	28.png
237.2	1.2	Frequent  	0.4	100	197.png
249.3	1.2	Frequent  	0.6	100	120.png
261.2	1.2	Frequent  	0.8	100	16.png
273.2	1.2	Frequent  	0.6	100	16.png
285.4	1.2	Frequent  	0.6	100	120.png
