onset	duration	trial_type	response_time	correct	stim_file
9.3	1.2	Frequent  	0.6	100	158.png
21.2	1.2	Frequent  	0.7	100	133.png
33.2	1.2	Frequent  	0.6	100	233.png
45.4	1.2	Frequent  	0.6	100	158.png
57.4	1.2	Frequent  	0.5	100	104.png
69.2	1.2	Frequent  	0.5	100	104.png
81.2	1.2	Frequent  	0.5	100	158.png
93.3	1.2	Frequent  	0.7	100	133.png
105.3	1.2	Infrequent	0.6	100	104.png
117.2	1.2	Infrequent	0.4	100	133.png
129.2	1.2	Frequent  	0.6	100	233.png
141.4	1.2	Frequent  	0.6	100	233.png
153.3	1.2	Frequent  	0.5	100	233.png
165.3	1.2	Frequent  	0.5	100	104.png
177.2	1.2	Frequent  	0.4	100	104.png
189.3	1.2	Frequent  	0.6	100	133.png
201.2	1.2	Frequent  	0.6	100	133.png
213.3	1.2	Frequent  	0.5	100	233.png
225.7	1.2	Frequent  	0.6	100	104.png
237.3	1.2	Frequent  	0.5	100	158.png
249.2	1.2	Infrequent	0.7	100	158.png
261.4	1.2	Frequent  	0.7	100	133.png
273.2	1.2	Frequent  	0.6	100	158.png
285.2	1.2	Infrequent	0.5	100	233.png
