onset	duration	trial_type	response_time	correct	stim_file
9.4	1.2	Frequent  	0.7	100	233.png
21.2	1.2	Frequent  	0.7	100	158.png
33.2	1.2	Infrequent	0.7	100	133.png
45.5	1.2	Frequent  	0.6	100	104.png
57.4	1.2	Frequent  	0.6	100	158.png
69.2	1.2	Frequent  	0.6	0	133.png
81.2	1.2	Frequent  	0.9	100	233.png
93.3	1.2	Frequent  	0.8	100	133.png
105.2	1.2	Infrequent	0.7	100	104.png
117.2	1.2	Frequent  	0.6	100	158.png
129.2	1.2	Frequent  	0.5	100	158.png
141.2	1.2	Frequent  	0.6	100	133.png
153.2	1.2	Frequent  	1.0	100	233.png
165.2	1.2	Infrequent	0.5	100	158.png
177.3	1.2	Frequent  	0.5	100	104.png
189.2	1.2	Frequent  	0.8	100	158.png
201.3	1.2	Frequent  	0.6	100	104.png
213.2	1.2	Frequent  	0.7	100	133.png
225.2	1.2	Frequent  	0.5	100	133.png
237.3	1.2	Frequent  	1.3	100	233.png
249.4	1.2	Infrequent	0.6	100	233.png
261.2	1.2	Frequent  	0.6	100	233.png
273.4	1.2	Frequent  	0.6	100	104.png
285.2	1.2	Frequent  	0.5	100	104.png
