onset	duration	trial_type	response_time	correct	stim_file
9.3	1.2	Frequent  	0.6	100	133.png
21.2	1.2	Frequent  	1.0	100	158.png
33.2	1.2	Frequent  	0.6	100	133.png
45.2	1.2	Frequent  	0.6	100	158.png
57.2	1.2	Frequent  	0.5	100	158.png
69.2	1.2	Frequent  	0.6	100	233.png
81.2	1.2	Frequent  	0.5	100	104.png
93.3	1.2	Frequent  	0.5	100	233.png
105.2	1.2	Infrequent	0.5	100	233.png
117.2	1.2	Infrequent	0.9	100	158.png
129.6	1.2	Frequent  	0.5	100	233.png
141.4	1.2	Frequent  	0.5	100	158.png
153.3	1.2	Frequent  	0.4	100	133.png
165.3	1.2	Frequent  	0.5	100	104.png
177.2	1.2	Frequent  	0.4	100	104.png
189.2	1.2	Frequent  	0.5	100	133.png
201.2	1.2	Frequent  	0.5	100	104.png
213.3	1.2	Frequent  	0.5	100	133.png
225.4	1.2	Infrequent	0.4	100	133.png
237.2	1.2	Infrequent	0.4	100	104.png
249.2	1.2	Frequent  	0.6	100	233.png
261.2	1.2	Frequent  	0.4	100	104.png
273.2	1.2	Frequent  	0.8	100	158.png
285.2	1.2	Frequent  	0.6	100	233.png
