onset	duration	trial_type	response_time	correct	stim_file
9.3	1.2	Frequent  	0.4	100	140.png
21.2	1.2	Frequent  	0.3	100	91.png
33.2	1.2	Frequent  	0.3	100	91.png
45.4	1.2	Frequent  	0.3	100	91.png
57.2	1.2	Frequent  	0.5	100	238.png
69.2	1.2	Infrequent	0.5	100	238.png
81.2	1.2	Frequent  	0.4	100	91.png
93.2	1.2	Frequent  	0.3	100	91.png
105.2	1.2	Frequent  	0.3	100	140.png
117.2	1.2	Frequent  	0.5	100	238.png
129.2	1.2	Frequent  	0.5	100	140.png
141.4	1.2	Infrequent	0.6	100	140.png
153.2	1.2	Frequent  	0.6	100	225.png
165.2	1.2	Frequent  	0.5	100	238.png
177.2	1.2	Frequent  	0.5	100	225.png
189.3	1.2	Frequent  	0.4	100	225.png
201.2	1.2	Frequent  	0.6	100	238.png
213.2	1.2	Frequent  	0.5	100	225.png
225.4	1.2	Infrequent	0.6	100	91.png
237.2	1.2	Frequent  	0.5	100	140.png
249.2	1.2	Frequent  	0.5	100	225.png
261.2	1.2	Infrequent	0.5	100	225.png
273.2	1.2	Frequent  	0.5	100	140.png
285.2	1.2	Frequent  	0.8	100	238.png
