onset	duration	trial_type	response_time	correct	stim_file
9.3	1.2	Infrequent	0.7	100	129.png
21.2	1.2	Frequent  	0.4	100	84.png
33.4	1.2	Infrequent	0.4	0	21.png
45.2	1.2	Frequent  	0.4	100	84.png
57.2	1.2	Frequent  	0.6	100	21.png
69.2	1.2	Frequent  	0.5	100	205.png
81.2	1.2	Frequent  	0.5	100	21.png
93.3	1.2	Frequent  	0.5	100	205.png
105.3	1.2	Frequent  	0.4	100	129.png
117.2	1.2	Frequent  	0.5	100	129.png
129.2	1.2	Frequent  	0.6	100	205.png
141.3	1.2	Frequent  	0.3	100	21.png
153.2	1.2	Frequent  	0.4	100	84.png
165.6	1.2	Frequent  	0.5	100	129.png
177.4	1.2	Infrequent	0.5	100	84.png
189.4	1.2	Frequent  	0.4	100	21.png
201.2	1.2	Infrequent	0.5	100	205.png
213.2	1.2	Frequent  	0.5	100	205.png
225.2	1.2	Frequent  	0.4	100	205.png
237.3	1.2	Frequent  	0.4	100	129.png
249.4	1.2	Frequent  	0.5	100	84.png
261.2	1.2	Frequent  	0.5	100	21.png
273.2	1.2	Frequent  	0.4	100	84.png
285.2	1.2	Frequent  	0.4	100	129.png
